Date,NAV,Cash_NAV,Apple_NAV,Lockheed_martin_NAV,Nvidia_NAV,Procter_gamble_NAV,Johnson_johnson_NAV,Toyota_NAV,Nestle_NAV,X_steel_NAV,10y_treasury_NAV,Lqd_etf_NAV,10y_tips_NAV,1y_eur_zcb_NAV,High_yield_corp_debt_NAV,5y_green_bond_NAV,30y_revenue_bond_NAV,Sp500_futures_1m_NAV,Vix_futures_NAV,Crude_oil_futures_NAV,Gold_futures_NAV,Soybean_futures_NAV,Costco_itm_call_NAV,Eurusd_atm_call_NAV,Xom_itm_put_NAV,Usdjpy_atm_put_NAV,Nikkei_asian_put_NAV,Ford_cds_NAV,Spx_knockout_call_NAV,Gbpusd_6m_forward_NAV,Usdinr_3m_forward_NAV
2006-10-25,11207949.079643806,522830.7270692074,516226.78337059845,329114.7945530159,556403.9980811883,238279.2782268785,227151.01646496064,302314.5707140792,269686.85578921135,284902.7889403492,497027.6865601298,411814.05594506307,506614.007912532,475637.9581433889,447281.008405226,298180.42536148656,423393.04154739075,460674.2308582504,361153.5897456756,437193.5935273447,548248.8908447323,348131.1115714489,322905.3320792387,90778.4437054506,433893.7412240996,210144.86818560286,340825.68450092734,324290.1285757745,228495.67575330797,394058.10625972785,400296.68572752207
2006-10-26,11300457.44237775,522866.09828370815,519450.0873390615,322811.20800332737,574045.7725667194,239675.8585446551,227118.04161913492,304317.66652263916,273059.9087740183,282059.1038731241,498816.5086187225,413132.8512214745,507732.191332831,478623.88286349137,447018.92885977204,299035.5212628593,426904.6113279083,462909.58495858166,370527.13848879596,429781.77691255626,556832.0119691184,352915.0657912106,326973.22173805773,83380.4652831404,434976.70835223806,208263.95673469777,348765.4508527087,324251.7791402959,270091.52541248035,392769.5511626573,401350.9645677664
2006-10-27,11183163.45918455,522901.47189118766,508200.21893850324,321292.3065789394,549279.4181682185,239902.25134880104,224972.81899681367,301807.4410441931,275951.1511221262,283295.51903290657,500612.56716659124,414451.7993595579,509236.4420732599,480523.54620874143,446757.0647728461,299755.18172572955,429755.9929705148,458949.7236346322,391696.00784690696,432552.16536375816,558137.5037018999,358706.4258366623,322382.544191562,77529.99013446923,431620.8524592648,195994.39285595066,330580.0498106925,324810.2608839181,196612.59028438327,392082.1999065547,402813.56087496644
2006-10-30,11089570.202659812,523007.6070731177,508263.3091749084,330481.7583715789,555895.314605635,240845.97293560396,223421.81332311177,300590.4022124679,275308.62768724724,284408.26700393273,500612.56716659124,414839.8943031439,508443.614370291,479716.1596013865,447259.2421231242,299784.9193429643,431221.8495313227,459024.2039333155,304199.4411167621,415516.1755206629,564199.8490976216,362591.81620040524,319121.97151076345,67212.13093230009,422450.55615469674,201749.5831585021,331963.20402688906,325189.0359871794,196095.0012385284,391764.6054730192,404391.3094827378
2006-10-31,11083462.049784046,523042.9902541312,512434.567005026,330102.1639613563,591518.7802376286,239260.61418506358,222431.72551142014,299195.70516016125,275629.9020310981,278597.2847075892,503139.2663392832,416701.99811645376,510319.1178024273,481594.3762266528,445842.33420661045,300783.9051696323,435540.9894168762,458991.10880072834,255406.1950460786,418144.30013556674,563639.2243504039,359008.3589971981,319387.1221032642,64472.03848583808,423456.4168859224,200727.88112456154,339461.77627725346,324936.34509209264,194510.5735199716,390847.8852900859,404337.10334366834
2006-11-01,10889478.146140331,523078.375828933,500299.9349464381,331545.09658283176,545886.241881224,237939.55497305337,221705.78217589064,298054.84438244946,276272.4003453681,274063.89101168246,504589.5236021002,418077.30139114,513684.0669659921,481201.77447911963,445772.2153972612,301508.32582492643,438475.20364055154,455556.2483980606,184592.16647260438,417995.4116161499,575301.20849864,368409.51251821854,315469.64939024195,61405.731342759675,418836.1236237395,201125.3048706343,327479.06857679394,323981.10731255723,130767.70549539952,390953.40633989405,405450.9682556746
2006-11-02,10874844.330389053,523113.7637976851,499162.3100866588,330595.6990597833,542154.7705491785,238807.7554540899,224081.8070236356,299829.6474272442,281091.03662499494,271591.1892969312,503501.3912881942,417570.2277235896,512480.682854466,482193.76382736256,447040.1872334975,301121.227674657,435661.98404289363,455354.63282833906,193495.75118576392,412079.8669549012,583511.037208197,370087.03338469967,314735.7922570987,51909.277210713,417041.9649785857,200541.91079737266,322088.0163872638,323827.5048478803,124839.46162270011,390855.6639030679,404478.9728576077
2006-11-03,10868621.312893549,523149.1541605494,494801.531419261,330367.8426503442,553010.8229041293,239298.3747379468,223784.88222345937,298333.74156896496,278039.23273121606,271179.0141454539,499175.140404917,414648.4153803706,509359.6208246002,479456.2673935725,449461.0975065664,299075.7147036466,429353.5457203566,454303.288198623,236995.83143134793,421044.200744707,584909.7615630017,370925.02704040357,306473.4924428377,42646.70037557881,419946.1541679507,195565.54329579652,319273.1412666731,324857.6011429539,102922.64157462267,391621.74471191346,404641.78646178346
2006-11-06,11250750.346927766,523255.3396154355,503776.3502447154,332988.12887611083,569804.4267982452,239902.25134880104,225797.92455576136,303582.3646893052,279806.11575492326,279050.7067813022,499534.061901338,415116.13530348736,510852.3190584898,480290.6342624132,449384.3053885182,299243.24768934795,430817.0005157357,459329.0976699236,300631.3656944709,427289.95637323597,583880.981232666,370920.4572807298,306158.43714502396,127513.13117447634,417969.8070736865,182064.30757348574,311155.1401254651,324157.8610625012,300000.0,391927.22132459865,404551.27041357185
2006-11-07,11150122.990534892,523290.7395563685,508832.12160479807,332228.64084417926,578456.2159106184,241978.22931933566,226754.95108007672,307334.96135104884,282054.8092831158,276454.2642998437,501333.023842113,416596.68780704256,512350.032107783,482359.9542533052,449315.325396522,300101.7213365856,432995.35225860175,460302.44912457507,298473.310859899,419523.74630157254,583786.8926935217,373437.4330164215,305881.30647749227,137873.43450617263,413288.2348499599,182724.28149030908,320697.3252379141,323773.76903322415,161738.84936504066,391135.5329750325,405049.3943524179
2006-11-08,11245742.57892127,523326.1418922237,521093.2342478708,328279.362619783,586938.5766867648,241714.02723513954,224378.81820871646,313039.9589977744,279484.84127885866,275506.2099468806,502054.64540502935,417103.18048801855,513465.81891811074,481681.72615690524,449240.53489546815,300408.36615742004,435189.39861717087,461217.46198290447,354195.84578484745,425924.4474920477,575109.0777115398,379452.2889793697,303798.30991602817,137085.22156838488,419583.551473372,183265.67152808787,322679.46824908664,324208.2293799664,168796.87754528658,391178.54418572865,406342.7413724864
2006-11-09,11163238.792889735,523361.54662316304,526718.1683431425,324178.2965260222,598643.3279624665,240808.13926003897,218306.58670365895,310326.9238674142,282697.3579708174,279133.01684954285,502777.433878196,417531.3020239003,513809.6651282524,484457.985783976,449749.6629046694,300576.72826365446,435249.841589201,458714.3863389878,287245.9395898794,435386.0290551035,592462.2730367738,374693.60502971965,298091.73613384407,141473.14502254783,421775.3443064967,178872.23945808742,306554.9062842953,324310.1692230694,136523.74034697143,390994.69986690144,407814.5955189396
2006-11-13,11095960.120673483,523503.18950100354,533101.385721974,329836.3854698476,610687.2011852253,238732.18562115647,217613.53171575879,306498.2396315411,285427.93789417733,276585.06339406694,503139.2663392833,418388.6458279539,513379.8469840432,484425.385684154,450062.50087240705,300606.54738352186,436741.7438457817,460568.3648191297,221572.89155256952,416994.391263361,582382.5403903982,367971.61833795666,294642.9126383065,143947.71141650723,412252.0994599483,174497.77765794293,321382.37220169813,323334.8889849793,151874.2084821022,391194.0865804111,404615.19981627644
2006-11-14,11175758.189013692,523538.60620979464,537209.4031548416,334317.19564493274,616794.2487666873,238543.48031107456,219659.6569741476,316488.3260819021,289764.7131636733,277205.2009616725,504589.52360210044,419050.7802271448,513724.00174072164,484023.3513319798,449991.4507707263,301052.569808235,440411.3754947135,463451.59424632974,229825.9238325171,414852.5789959761,582008.5079775075,375665.29955429805,294829.6886743295,139917.54779001058,409628.3248577124,174439.7147979651,316075.3218364067,323373.48464601184,191148.57119147,392152.5168981942,402025.22947061725
2006-11-15,11174095.143345634,523574.02531464235,531205.5777558696,336215.86598689767,606615.9452745825,238241.51761013264,219593.62084094566,314028.85578648484,290278.7773402147,277205.2009616725,503139.2663392833,417960.2491089996,512908.1092264739,484475.2169236458,451662.41790690913,300389.0658168511,438301.72528912465,465867.54126626864,252343.67949061794,418263.0527028861,580794.8123431157,371466.39643944975,297234.62619578897,127550.08360590551,408858.98475543456,172295.07836950052,310562.68191601423,322609.2463394636,206443.0670221896,392897.607539876,401112.8478763945
2006-11-16,11138044.778479775,523609.44681570877,541064.759740429,339785.30045816605,614419.5316074085,239751.2334689204,219560.58119227993,310808.72114619974,287355.4328369872,266912.25499331084,501333.023842113,417375.7520868151,509785.4555141694,483352.0485506474,452945.67559223773,299727.2529999297,434778.219777977,466873.04184025223,250613.82937714673,400461.58645780844,579021.2779791644,367407.4392027636,298019.0574614911,118205.12824057425,395333.80803702946,166692.741118606,310093.58396553533,322440.1712760589,222432.78572109234,393007.6270087181,404878.0101702352
2006-11-17,10996228.194652773,523644.87071315595,542581.5262419883,338532.1525583168,616114.8793978969,241034.62958238152,221903.6744149744,311569.2950111836,286070.3858350155,291714.3768220159,503139.2663392833,418739.5274913024,511666.255961071,485521.3672407347,451699.6576272457,300725.8537907481,438423.48832803575,467291.870886757,177544.81243171683,397252.4718887203,579860.1965632245,369644.50419932586,296285.368209671,113316.08803955778,395216.40845663875,157986.91033388604,210501.22288375394,322946.0312880052,228507.71766215796,391942.56608233234,404850.81837167515
2006-11-20,10998965.534870967,523751.15678540367,546500.0230475911,338987.7906070028,621883.1357931044,240392.94369147703,221144.64815335808,300894.6619500455,282697.3579708175,300725.7822782123,503501.3912881943,419050.7802271448,511624.4074734412,484476.1396446764,451622.38348767627,300755.6877048147,439206.57123736676,466941.8691864718,192035.4684507325,418705.74548987363,579577.9052646097,373557.40619148756,293923.28433660686,103082.15795340085,385916.09664103517,154172.6632898202,208682.768962862,323474.752926521,216272.46724570767,392020.9644441245,403387.12314738287
2006-11-21,11000942.322621359,523786.5902699954,559962.051141318,341949.8489634432,612213.9131334899,238769.94617403968,219791.5778828694,299779.043004494,286231.0482597637,306843.56154878193,504226.5196653449,419635.43011100125,512353.9087218746,485575.24060803454,450570.1469789784,301063.0559210906,440717.3069846664,467680.5246458211,158345.00936203162,428454.964737584,586108.077814368,376633.86060178286,291621.0246119986,97949.62286013622,388478.6721106678,150864.070321222,202831.44599041456,323885.16834113793,229111.7296617944,391789.65653874574,403719.3056544661
2006-11-22,11102939.823148964,523822.0261517786,570769.4373256116,339823.3222120391,622730.9412157147,240204.21398588034,220352.69032333716,303480.91464317014,288479.69141452445,311721.32299013715,504589.52360210044,420103.21119481843,512698.3876469912,489143.51193923457,450493.1793524048,301231.8125465074,441506.0716401106,468720.6819455868,204285.95782357323,421826.2319334918,586573.7618551191,377191.9458533077,289902.1984198039,104409.77065305042,383508.79410038586,145889.24488320985,207252.0927553465,323667.13471444935,251744.11424462032,390163.7412250346,406653.8945576243
2006-11-24,11137021.91897825,523892.9051075683,579111.6526641574,339215.84642540757,627310.94608811,239789.01835345585,218543.89311762582,300742.5170012761,288479.69141452445,311142.689650764,505316.4122450204,420765.2231924505,513816.90027260483,494758.8960413487,450418.19134477957,301539.72261929326,443027.897862182,466910.29978807527,229669.12907578953,421813.4348562622,586572.1369606674,382925.02841372916,285398.88956105156,129107.74348961316,376852.2937580843,159462.56714621244,206576.7916734624,324114.87493871304,214345.99418807277,388341.67214551935,407058.6595824276
2006-11-27,10917472.613010442,523999.2415242442,565902.8362874947,333481.7886786698,598982.3833133891,237184.68487783335,217880.1395495282,297775.8567160501,284142.94139785116,298163.0137794799,505680.2974611082,420804.2406732694,514938.28329978447,496718.97301842493,450146.34268133587,301708.7740820063,443822.39145992574,460462.52742991695,201783.3734212832,429484.2383707959,586569.7067590851,385018.8876403369,280213.03160032525,117893.79401667866,371784.517568554,154542.1152664628,215067.29713188094,326200.6334219988,102937.7222813182,387685.3909126351,406497.18838877423
2006-11-28,10979518.577626213,524034.6917925826,580249.5780556414,340430.9476044137,610178.252435069,238052.81230005072,218942.14095340073,297775.8567160501,284946.0011255783,295228.1038585498,506773.7197523539,421583.54959584336,516062.54373926367,499461.54758707224,449294.8495758589,302296.0426431765,446093.71365788265,461987.2108726848,195394.44923317523,434247.9457255543,594499.2788596147,384037.9746601265,275967.561110076,109951.8379739745,378127.9151216112,149627.65464906156,228571.2581728593,326150.776094238,116976.44227968005,386150.14701394114,406423.7744668288
2006-11-29,11041368.395270122,524070.14445924805,580186.3878520164,345463.061021287,619168.5019728946,238581.31392277696,219705.42409318357,302770.97532136977,283982.3545993575,305851.4847899276,506408.95095910755,421194.0785765784,515632.59349719743,497391.5909949828,450772.6757274569,302186.5739449075,444680.5957663459,466200.6924863501,170042.82119184767,444707.6453818801,592912.3703951791,381797.93404085556,276345.7086271038,94943.0523917862,385222.62857981864,148274.59928183188,214607.77497008652,326026.1698915555,189074.10817920518,386879.9675627598,406286.21479122376
2006-11-30,11081422.90586318,524105.59952440276,579301.2734686573,344815.0203792248,627481.1025420763,236995.97956775143,218743.0170638362,304393.7239368073,285909.8242893446,309158.6463313354,508601.9944089766,422791.0412149994,517942.8105126906,501331.1808654978,449925.6755808653,303054.49120535393,448443.7694557795,466549.1386572188,186537.5755314347,449471.31486002926,603547.5970975036,383615.1102916271,269488.2453415452,89770.43756584548,387200.92274918815,144471.14175391564,205833.97818215357,325713.55737297767,194546.4308678364,384817.8921475039,406864.4130968011
2006-12-01,11066053.113982975,524141.05698820896,577152.6547044432,344433.7305026052,602883.7469347335,236618.56888372495,218942.14095340064,304266.8811796491,286070.38583501556,301759.21630213596,509702.51300179714,423287.99362830096,521731.6843544564,504788.0850460713,449852.82362620335,303925.2355710577,449999.2091768382,465190.8070227253,237482.90136792816,451600.3235247593,601494.1853394776,378893.096956154,267277.4466097003,83401.9838187557,387454.01370498195,145313.01471313759,206063.2735019625,326087.9223388155,164878.5389566592,383424.85742449475,407934.8220147815
2006-12-04,11158413.663734883,524247.4437731596,575888.6992110086,351257.5547170753,627310.9460881102,239373.82278489403,219970.97310292753,307258.93413637014,286391.6096732209,316185.806381708,509702.51300179714,424266.08965631295,521309.72251855733,504765.8021793277,450163.65546767716,303955.38688411046,449314.1380978851,469184.59568961774,206407.78166129746,444531.6080065242,601958.1749799126,368951.4740517252,268782.5708277144,57431.818027959445,384780.3003734582,143787.67091116766,227691.72386400402,327113.72206257924,256040.28287377444,383398.0127938976,406990.8299371135
2006-12-05,11200934.416905018,524282.9108331947,576836.6032990684,352287.0098745304,620865.2394027275,239713.59470202352,219605.91616020896,306802.46920915705,285588.6255717483,310150.5944853759,508968.53727548703,424070.482666819,521281.2905079309,504162.7687157936,451447.0692163992,303985.54118836485,447886.52697703184,471017.44741768035,236829.0507192891,444453.70280716044,599251.682845579,371747.19772387453,272332.4283278605,40202.709804536076,384462.1116814613,143787.67091116766,214223.55512766738,328210.6391044991,304982.55370959535,384111.14316945616,407387.34346933075
2006-12-06,11302610.132374737,524318.3802926928,567735.6541944288,351791.3305578356,620017.4328701815,240808.13926003902,219141.37292322636,307563.16367445805,284624.82766080473,312258.74617215747,507869.7973820408,423014.13773495523,520074.890441338,502978.6180736682,452928.9791284656,303314.7390612264,445726.6634326751,470354.39229974657,222898.58880813437,442738.41337074834,588241.7416900633,366148.19767024345,270872.5978746168,193690.44558123825,374448.37570392457,143787.67091116766,223975.1023400905,330201.2786782519,300000.0,384814.05533483165,406272.39925148594
2006-12-07,11103117.905848885,524353.8521518162,550102.3682705843,349351.379709211,605089.2333263184,240808.13926003902,219240.88085620097,308450.6104565616,286873.54644182,319492.8025052343,507504.14270744554,423209.7447244492,519654.73390915326,502999.0182444576,453436.664244841,303204.8458817382,445788.56991370756,468444.79995267215,202334.3942401227,444867.5082140677,589547.1172643517,370482.91738655156,265548.2238196214,192741.34288658176,370005.1230767182,143787.67091116766,234644.5909350008,331380.10814122943,137949.31278302247,385175.78696221294,406648.4766719872
2006-12-08,11099795.053953297,524389.3264107273,557813.1316353843,350037.74131663254,603053.4405455636,241147.81378669714,218875.69430780242,309312.7851674871,282697.35797081754,325527.90410691715,504952.8210437115,421645.04183048557,517281.5158364272,507137.6817580657,454523.9150853248,302117.59897413576,441452.4054239702,469249.0908145139,211513.81696786586,441586.0729016332,584135.0065896136,367122.55471020145,264094.76253015647,191371.24845511472,367494.5262074051,143787.67091116766,233901.74583995194,331066.34858839493,138834.11759322652,386019.3212846165,407652.59535928624
2006-12-11,11027957.160401544,524495.7635878106,560910.0551965975,348169.61309496965,613401.6352170316,241072.29268093075,218046.0941281012,311036.8631496863,283821.6670540003,319203.1549756925,506408.95095910755,422583.84519460617,518815.869780016,501861.6920195574,454255.00203871104,302566.05750485684,443705.2248816995,470179.6885234013,184503.0363273774,435800.0358657703,587771.1877543144,373131.0059011586,261180.75500012096,182037.22612144775,361298.11735920154,143787.67091116766,205838.11412980309,331182.64630118205,129889.33159690075,385451.8897904061,405552.6733559187
2006-12-12,10759267.485024728,524531.247447496,544414.594487002,346606.6563412708,607124.7619424056,240430.65551719337,217647.82471026163,313420.3363903862,287034.1332403136,302834.0259012937,507504.14270744554,423483.5088366653,519571.10118756787,503196.6269001182,453591.0153438139,303295.0946859431,445974.3455233916,469641.40349041205,180707.07327651585,434369.73668969783,584971.4670267295,371029.86812200386,255594.37923270496,173180.41389241838,363729.35087363655,143787.67091116766,0.16010512987689732,331898.86832311575,120555.03529459568,384326.3481269776,404815.63849705405
2006-12-13,10737275.011624664,524566.7337077811,562806.0131135313,342870.82361748745,614249.4417495773,239298.3747379468,217282.7245467678,315043.02464637306,285909.8242893446,308703.82728843554,504226.519665345,421371.06361573905,516808.9274363612,500710.302160007,454871.7770152459,302068.1481768966,439459.82275850093,470145.7152462546,153644.1055213424,436854.60214835015,585810.3510837446,369908.0921507956,253621.4293846996,163659.47468452906,367049.13928789704,143787.67091116766,0.16010512987689732,333296.3295831191,119399.73629541231,384672.2597910307,405178.5969058502
2006-12-14,10905375.679841198,524602.2223688281,559645.7993814735,344052.39082276326,625106.6506574008,239109.66942786486,219871.3355076271,318719.56393347675,291371.009388887,304404.7727644041,503501.3912881944,420980.03311885224,516392.20409124496,498422.7846958612,454985.1597433263,301541.29052306735,437359.4387745029,474186.92279237823,248945.2725565823,444962.87327924994,584596.6408553339,370884.88803815196,256464.93187976183,154035.8715108714,371456.6272119952,143787.67091116766,0.16010512987689732,332158.26991179795,172856.78600048006,385230.03239229746,405743.01590822655
2006-12-15,10906174.698921924,524637.7134307995,554400.2070724363,343252.063625526,636132.3633251144,241978.22931933572,220004.14241391912,318871.73900267924,289443.5144460771,310192.0251838421,503501.3912881944,420901.47841149854,514035.81049619097,496293.82300723,455497.35210848064,301710.31521610654,437420.18314099935,476094.9205935198,253486.74655710984,451504.8604198231,573773.460142562,367944.39182939223,252840.6541090158,149711.75191903938,362928.2569805464,143787.67091116766,0.16010512987689732,332318.4587964205,179895.66492733097,386065.967333392,407549.38280904817
2006-12-18,10791273.740544686,524744.2010238846,540179.8459215548,343785.764696094,647158.670918298,242166.93469328032,221032.97456344593,319733.82323372085,286070.3858350157,300436.5207558501,503501.3912881944,420940.09838784434,513235.0151670602,496703.6880570156,455417.3219648605,301740.246794997,437480.9359442135,474395.33038748417,233450.20577298617,442800.62222471426,572838.1151266982,362620.6429728386,248287.2906859535,132186.65532022013,349185.9250176828,143787.67091116766,0.16010512987689732,332261.26874754,153185.9111229453,386614.19671753526,405331.926186459
2006-12-19,10861845.345443996,524779.7016911779,545488.8787722964,350152.1308220664,656488.8371170547,243035.08644714984,221962.2339205123,321255.1820834179,287997.9058984346,303619.3166239082,503501.3912881944,420862.3692297082,513208.1458136598,500583.6552743888,455732.3612281418,301770.1813432902,436824.3336719492,475375.43073291425,247437.20082195662,449484.62600895885,579927.7942216975,365695.93993845815,244140.49545582113,129406.9675054573,354296.8652789188,143787.67091116766,0.16010512987689732,331442.94657511584,163710.27200665348,384317.6910653321,405559.57359106484
2006-12-20,10819488.526030498,524815.2047602079,535692.6366532823,349198.94354829285,649024.9021705565,243337.02475257695,220468.77209245233,325109.2589512579,284303.5785697767,303743.42499126116,503501.3912881944,421175.7012690466,512795.0188564529,499872.7971653932,456047.63504597143,301800.1188612807,436885.00371829246,474673.00827724225,246395.06921809565,453747.21015413315,578994.0344763094,362755.57972965256,240937.47570874047,130773.24708438273,348567.9387128455,143787.67091116766,0.16010512987689732,330614.713801462,149883.8160909244,384863.43026002386,405723.75880609435
2006-12-21,10753156.029922618,524850.7102311371,523937.2464137092,350495.1495365491,643427.1995862524,241751.78778802278,219041.75696663652,329799.96709824994,284464.16523605667,298617.66735631356,505316.4122450206,422270.6967175271,513928.3898240771,499802.9054829376,455779.7003878134,302526.98700853094,439103.4837549189,472877.53759648546,241446.64959510585,446192.21579414455,576754.1697540284,363872.2747044393,236722.72368112285,124313.2068224785,346063.33709698863,143787.67091116766,0.16010512987689732,330661.50142729055,123135.72026129226,385190.55131674703,407024.0852224443
2006-12-22,10713389.713963619,524886.2181041279,519513.1273818418,349580.1336877503,628159.9435815314,240808.13926003905,217880.13954952825,334465.3428541414,285106.63842971757,295848.0760082738,502415.89365125785,420940.09838784416,511584.79878179356,498072.47748468915,457069.30818950356,301581.71863440925,434863.5560361229,470312.6069730438,268518.3066008763,444405.26066082664,577592.9975618273,369045.9416117957,234747.09771423644,120258.95106258546,342468.4971696032,143787.67091116766,0.16010512987689732,330167.58219634683,94538.79431491248,385652.79109008383,409117.4459686134
2006-12-26,10740341.25667108,525028.2736199579,515152.29873083445,352058.1312572178,627990.0512922327,242280.04583877663,217846.94859982617,333704.7086692348,285106.63842971757,298824.3247877396,503139.2663392836,421410.05047612876,511943.7953392602,497250.4464410082,457191.1697780967,301750.7567719879,437067.0688374003,472194.98193247744,295525.20820407034,435050.9671760899,581881.4088119844,377429.3803106995,232855.38349846582,105801.35826038531,339847.5632278554,143787.67091116766,0.16010512987689732,329072.3053101148,104149.2704804216,385884.177264903,409117.4459686134
2006-12-27,10780815.816844406,525063.7935056946,515215.8394497736,354345.4713722113,636302.321100612,243148.22198816104,219074.9478596927,340423.9656162044,287034.13324031373,305438.26191156014,501333.0238421132,420062.664856807,509994.0535397702,497873.8377997585,458491.3289790989,300946.99326248973,433563.8538521513,475432.78136611107,269390.3673358573,429632.71575962857,585145.924942362,378154.2332438647,235397.08931131486,100196.53775020287,343000.5397237387,143787.67091116766,0.16010512987689732,328603.52310985007,148477.28763580837,385745.27635180496,409538.99712115136
2006-12-28,10736129.84554249,525099.3157944682,511107.4213079666,351905.5205889453,631722.1841458831,243374.8340326271,220435.6027814607,340423.9656162044,285909.8242893448,305438.26191156014,499893.2733593321,419199.14430296613,509200.8628548895,498795.331236615,459398.6466722389,300284.04292629013,431505.572865572,474703.6271704632,246883.60026161544,430979.2631670687,591582.4246818206,383075.78734064207,233748.92525212362,95671.63716408139,343975.69293305016,143787.67091116766,0.16010512987689732,329047.8880027483,134379.2366658593,385220.6603855119,409379.4668148458
2006-12-29,10711777.061538896,525134.8404864412,536198.2088959371,350990.72911608184,627820.0269206002,242582.10593018995,219108.07394990898,340550.6877335174,285909.8242893448,302337.90476474125,499534.0619013384,419002.619983125,509174.9447439168,500742.2234963664,459714.71037154255,300175.4770166203,431565.5041951367,472496.70331688324,240220.73669339728,434674.94511036045,592607.8808194302,388612.78748504893,232676.5228742385,90746.06315181912,340422.2846379931,143787.67091116766,0.16010512987689732,328999.96665569954,98854.8014148837,385521.1302014658,411613.46436656895
2007-01-02,11355088.042122446,525276.9632895794,536198.2088959371,350990.72911608184,627820.0269206002,242582.10593018995,219108.07394990898,340550.6877335174,285909.8242893448,302337.90476474125,500612.5671665915,419002.619983125,511725.9562408728,500948.6131495548,458046.4367907443,300482.06873878767,433036.4984676422,472342.6504973602,160047.483940894,434649.0146845132,592604.6015475967,390140.8952055218,334004.11901958653,65320.78218247851,501611.2801418226,233712.97840054278,416435.37537505274,328999.9352184198,74234.94689169062,385521.1302014658,410833.5633882783
2007-01-03,11197926.710874416,525312.4999999885,529625.4209062308,350457.0030785441,612044.0208441913,243601.1050507869,220369.2209387024,343061.03385180875,283179.1687397305,294773.3215805329,500972.6500197113,418099.13407784695,512480.1948777474,481595.70479608397,458166.5716134056,300789.01034413866,434514.58256139344,471727.2853772726,125370.43490595202,415206.31251844106,585046.9295577992,381605.2640126847,332609.42246402195,52610.53665413431,485852.69721712393,227160.0552184666,430440.01941479795,328482.2238165572,58483.27501120326,398449.0683887123,395842.54303640575
2007-01-04,11270984.462378154,525348.0391145726,541380.9615166637,349542.18670406955,609160.4881270254,241751.78778802272,223123.85133762055,349323.82583203714,282857.97002213413,292003.7853557254,502777.43387819617,421241.22970912163,512463.3984028113,478744.7341161834,457500.11779258656,301513.02887583483,438149.7839089332,472254.8592284767,204623.3195807666,395764.17124516924,582060.760040791,377965.6780566619,339276.64133243443,36532.6921697625,477365.6208181769,234076.90485856484,445298.5177141032,327520.9264904576,55960.98756785403,399417.30766129086,395983.4531321053
2007-01-05,11633154.440350648,525383.5806334944,537525.3543829814,350800.1963657398,570992.5462387237,239675.85854465503,221099.33476749374,339054.8120351994,278681.7310454862,288200.7967968295,501693.6888863064,420966.15076208505,511675.642228717,474743.91691963485,458009.34681984235,300987.39685011015,436775.417761247,469331.6420129714,278689.12211498996,400884.0059218121,564404.4222187818,381792.7225636359,333933.5699734503,160008.20046846438,480798.6439020812,236555.48855271933,446496.2515619048,327691.934270141,300000.0,400715.41549025354,395587.25026089617
2007-01-08,11647948.81271666,525490.2196179132,540179.845921555,357166.5126231312,575233.7599248642,240204.21398588034,220734.34268426095,339688.66378287034,278039.23273121624,292086.2792483814,501333.0238421131,420848.5480336415,514264.7086792825,476934.98571022536,458324.2900936184,300878.5398974156,436836.0810137139,470243.60229268455,268094.48699574807,399299.72211454867,566827.9895895682,379403.98369996593,332535.6942144507,152761.2727942562,474251.5739960693,229856.83987055122,441117.28305412317,326596.5771097619,334439.5950564488,399697.59795429965,394579.34618410177
2007-01-09,11664245.267383752,525525.7707558128,585052.7885356635,356823.49384328997,564037.9573993193,239600.33737502608,219904.56962145868,335099.28508169623,277718.0088930109,290184.8768329565,501333.0238421131,420926.8580981936,513884.0231696886,475372.2151360772,459039.6609153335,301047.1195403405,436896.7526916325,469957.8060536501,290388.2358273835,396090.25347551116,572052.2589431613,372258.72648201394,334149.2645414253,144632.82451791383,471095.2420463801,218205.4412641763,449358.5894647813,326249.12202894286,322571.1262042538,399817.5074879219,394972.1273146258
2007-01-10,11704739.124197494,525561.3242988634,613051.0288311769,360559.4761728164,591857.7035062172,242468.87299870735,219539.4910966754,328177.21852234047,278681.73104548623,292830.39653034165,500252.7750304798,420377.03646773513,512777.0905073492,473241.53497624793,459550.80025950295,300660.9716560716,434816.41570544016,470825.8016411928,298262.2010748314,384552.0040148889,570651.8971946745,372396.2311537393,335561.8208497576,138632.6100567189,464560.91721650533,215599.47891597584,445776.34904337564,326559.14670651255,332881.16603087157,400541.1824695624,393534.45022343716
2007-01-11,11887571.039686576,525596.880247228,605466.8462280964,364676.4241351478,589651.8208676308,243978.68624796654,221464.47809511705,326529.13759485865,280287.9767650543,297460.21690133674,498458.1662916366,419080.93004767725,512397.7387232521,471775.58814581874,460658.18564292445,299998.8345960958,431341.54634597874,473766.9321187729,406945.8009943786,369312.43033833767,571397.5913603319,377715.5941352985,339886.6827872207,139911.76832441022,464568.5992924813,220520.18305101228,450666.1674845778,326348.4156865234,405353.4931953273,399251.4380375963,393102.48600448645
