date,sp500_index,gold_spot_price,crude_oil_wti_spot,vix_index_level,exxonmobil_stock_price,costco_stock_price,eq_apple_price,eq_lockheed_martin_price,eq_nvidia_price,eq_procter_gamble_price,eq_johnson_johnson_price,eq_toyota_price,eq_nestle_price,eq_x_steel_price,lqd_corporate_bond_etf,10y_treasury_yield,fx_eurusd_rate,fx_usdjpy_rate,fx_gbpusd_rate,fed_funds_rate,factor_usd_index,factor_2y_treasury_yield,factor_5y_inflation_breakeven,factor_10y_2y_spread,factor_10y_inflation_breakeven,soybean_spot_usd,factor_GBP_sonia,high_yield_credit spread,1_year_euro_yield_curve,factor_dswp10,factor_dswp5,factor_corporate_yield,EUR-USD_IVOL,USD-JPY_IVOL,AA_Corp_bond_yield,30Y_treasury_yield,Basic_Loan_Rate_JPY,MIBOR ,Euro_STR,CPI,COST_IVOL_3MMA,XOM_IVOL_3MMA,COST_DIV_YIELD,XOM_DIV_YIELD,USD_INR,Real_10Y_yield
07-10-2008,996.2299805,878.4000244,90.05999756,53.68000031,41.61172485,40.48173904,2.683145046,59.25681686,0.16597715,40.66455841,38.31049347,46.05670166,24.71529388,44.64426804,48.19184494,3.5,1.358806491,101.4599991,1.745505333,2.97,80.97000122,1.47,0.62,2.03,1.18,9.26,4.9778,13.18,3.194725,4.13,3.58,15.79,18.8425,16.8225,7.09,4.01,0.75,10.75,4.516,4.9,36.517,32.1618,1.0554,1.9719,47.7179985,2.32
08-10-2008,984.9400024,903.0999756,88.94999695,57.52999878,42.12046432,39.96345901,2.702104092,58.65827942,0.169415861,40.57250977,38.23081207,45.18987656,24.74709892,46.46382904,47.84714508,3.72,1.495707273,110.0899963,1.727503538,2.24,80.91000366,1.65,0.43,2.07,1.03,9.64,4.9417,13.51,3.202744,4.13,3.6,16.35,19.1975,18.9175,7.45,4.09,0.75,10.51,4.425,4.9,37.208,32.898,1.0691,1.9481,47.95000076,2.69
09-10-2008,909.9199829,883.0999756,86.58999634,63.91999817,37.19728088,38.10047531,2.670506716,55.0669632,0.15864113,37.36843109,35.30035782,41.93082047,22.9022007,40.387043,46.57058716,3.84,1.359804153,99.51000214,1.708642364,1.4,81.16000366,1.65,0.47,2.19,1.05,9.8,4.7688,13.91,3.161657,4.29,3.88,16.86,18.8775,17.205,7.62,4.14,0.75,10.51,3.886,4.9,37.866,33.8041,1.1213,2.2059,47.58800125,2.79
10-10-2008,899.2199707,855.4000244,77.69999695,69.94999695,34.11210632,37.7502861,2.913060188,52.36149216,0.156119391,36.55820847,34.23973846,41.15806961,22.17059898,38.81998062,44.0066452,3.89,1.339800119,101.0999985,1.70401299,0.79,83,1.62,0.2,2.27,0.92,9.1,5.2796,15.36,3.115003,4.46,3.98,18.26,23.5375,21.0775,7.96,4.15,0.75,16.48,3.761,4.9,38.872,35.6989,1.1317,2.4054,48.42300034,2.97
11-10-2008,899.2199707,855.4000244,77.69999695,69.94999695,34.11210632,37.7502861,2.913060188,52.36149216,0.156119391,36.55820847,34.23973846,41.15806961,22.17059898,38.81998062,44.0066452,3.89,1.339800119,101.0999985,1.70401299,0.79,83,1.62,0.2,2.27,0.92,9.1,5.2796,15.36,3.115003,4.46,3.98,18.26,23.5375,21.0775,7.96,4.15,0.75,9.32,3.761,4.9,38.872,35.6989,1.1317,2.4054,48.42300034,2.97
13-10-2008,1003.349976,838.9000244,81.19000244,54.99000168,39.97616577,41.68638992,3.318120003,54.02548218,0.184546396,38.84770966,38.42697906,46.71523666,24.30177689,44.47015762,46.43053055,3.89,1.362193704,102.2799988,1.744287491,0.79,81.87999725,1.62,0.2,2.27,0.92,9.28,4.9456,15.38,3.10717,4.46,3.98,18.27,20.6,18.1875,7.97,4.15,0.75,9.96,3.672,4.9,39.308,36.6605,1.0249,2.0525,48.13600159,2.97
14-10-2008,998.0100098,836.2999878,78.62999725,55.13000107,39.63700485,40.90897369,3.132142067,57.32350922,0.180419937,39.34487915,39.2362175,47.54175949,25.03337479,41.0748291,45.70334244,4.08,1.361804128,101.9599991,1.741796136,1.1,81.36000061,1.82,0.24,2.26,1.03,8.96,4.8272,14.5,3.112285,4.54,4.04,17.59,18.0125,15.8525,7.56,4.27,0.75,10.06,3.611,4.9,39.818,37.6324,1.0443,2.0701,47.9980011,3.05
15-10-2008,907.8400269,835.5,74.54000092,69.25,34.10663223,37.54716873,2.947667599,52.35551834,0.160933644,36.71780396,37.11500549,42.81111526,22.74951553,33.79662323,45.70334244,4.04,1.344393134,99.72000122,1.718390226,1.04,82.05000305,1.64,0.14,2.4,1.02,8.58,4.6566,15.14,3.139662,4.67,4.15,18.15,18.23,18.0575,7.47,4.25,0.75,10.13,3.612,4.9,40.542,38.8631,1.1378,2.4058,48.40499878,3.02
16-10-2008,946.4299927,801.5,69.84999847,67.61000061,37.99047852,40.47473907,3.066236496,55.43208313,0.176522627,37.91470718,38.92969894,45.14283752,23.34752274,36.5651207,46.18271637,3.99,1.348999739,101.2399979,1.734304547,0.83,82.45999908,1.61,-0.04,2.38,0.97,8.67,4.1802,15.72,3.076199,4.52,3.97,18.67,19.2175,18.5975,7.56,4.25,0.75,7,3.55,4.9,41.381,40.2138,1.0555,2.1598,48.65299988,3.02
17-10-2008,940.5499878,785.0999756,71.84999847,70.33000183,37.21917725,40.60782623,2.931115389,54.31877518,0.175376385,37.89630508,38.40859222,45.089077,24.71529388,35.90346527,45.78953552,3.98,1.342299938,101.6500015,1.730193496,0.6,82.41000366,1.64,0.04,2.34,1.11,8.94,3.8702,15.95,3.100679,4.52,3.91,18.91,17.75,16.9025,7.63,4.32,0.75,7,3.53,4.9,42.068,41.2238,1.0521,2.2046,48.82300186,2.87
18-10-2008,940.5499878,785.0999756,71.84999847,70.33000183,37.21917725,40.60782623,2.931115389,54.31877518,0.175376385,37.89630508,38.40859222,45.089077,24.71529388,35.90346527,45.78953552,3.98,1.342299938,101.6500015,1.730193496,0.6,82.41000366,1.64,0.04,2.34,1.11,8.94,3.8702,15.95,3.100679,4.52,3.91,18.91,17.75,16.9025,7.63,4.32,0.75,6.29,3.53,4.9,42.068,41.2238,1.0521,2.2046,48.82300186,2.87
20-10-2008,985.4000244,787.5999756,74.25,52.97000122,41.02095413,40.67786026,2.962413788,55.79718399,0.178815171,39.22826004,39.50597,48.95290756,25.25603485,39.92562485,47.18462753,3.91,1.331327438,101.9700012,1.713091493,0.7,83.09999847,1.71,0.09,2.2,1.15,9.29,4.0685,15.76,3.112753,4.42,3.81,18.7,17.08,15.2175,7.64,4.26,0.75,6.73,3.512,4.9,42.658,41.965,1.0503,2.0003,48.69400024,2.76
21-10-2008,955.0499878,766.0999756,70.88999939,53.11000061,39.11185837,39.12300873,2.753263474,50.39225388,0.165060207,38.64514542,39.02778625,48.36157608,24.81071472,36.86982727,47.6532135,3.76,1.306113958,100.3270035,1.667389154,0.67,83.98999786,1.58,-0.12,2.18,1.13,9.08,4.084,15.87,3.12268,4.2,3.66,18.63,18.815,15.705,7.48,4.2,0.75,6.73,3.487,4.9,43.252,42.5174,1.092,2.0979,48.89699936,2.63
22-10-2008,896.7800293,733.2999878,66.75,69.65000153,35.32102203,37.5051384,2.91516757,47.74666214,0.158870384,36.29778671,37.65451813,45.66024399,23.22028732,31.31542778,47.10383224,3.65,1.281673431,97.86000061,1.620089054,0.81,85.37000275,1.53,-0.24,2.12,1.06,8.59,3.9165,16.05,3.009441,4.08,3.55,18.76,22.24,18.66,7.46,4.07,0.75,6.1,3.484,4.9,44.019,43.5303,1.1391,2.3231,49.20800018,2.59
23-10-2008,908.1099854,713.2999878,67.83999634,67.80000305,38.50466537,36.56665421,2.956094265,47.6688385,0.149929628,37.41587067,38.28598022,46.36582184,24.17454147,30.91493416,47.40008163,3.63,1.294498444,97.47799683,1.622691751,0.93,85.36000061,1.54,-0.39,2.09,0.96,8.845,4.0196,16.34,2.968056,4.06,3.59,19.01,20.7075,21.385,7.42,3.99,0.75,6.1,3.482,4.9,44.976,44.7241,1.1684,2.131,49.58499908,2.67
24-10-2008,876.7700195,729.0999756,64.15000153,79.12999725,37.76618195,35.67016602,2.900420904,45.39432907,0.151534393,36.3657341,37.2682991,44.41039276,23.69741631,30.19235039,47.58860397,3.76,1.262993097,94.26999664,1.591495037,0.95,86.44000244,1.57,-0.8,2.19,0.74,8.6375,4.3245,16.69,2.926449,4.09,3.6,19.44,24.9925,24.8225,7.57,4.11,0.75,6.07,3.481,4.9,45.986,45.9071,1.1977,2.1727,49.75500107,3.02
25-10-2008,876.7700195,729.0999756,64.15000153,79.12999725,37.76618195,35.67016602,2.900420904,45.39432907,0.151534393,36.3657341,37.2682991,44.41039276,23.69741631,30.19235039,47.58860397,3.76,1.262993097,94.26999664,1.591495037,0.95,86.44000244,1.57,-0.8,2.19,0.74,8.6375,4.3245,16.69,2.926449,4.09,3.6,19.44,24.9925,24.8225,7.57,4.11,0.75,8.42,3.481,4.9,45.986,45.9071,1.1977,2.1727,49.75500107,3.02
27-10-2008,848.9199829,741.7000122,63.22000122,80.05999756,36.15249252,36.34952164,2.771319389,43.47896194,0.159787387,35.43913651,36.87591171,41.77627182,23.29026794,26.83183098,47.28159714,3.79,1.24646318,93.19400024,1.553904891,0.92,86.93000031,1.59,-1.07,2.2,0.77,8.93,4.3653,16.81,2.894859,4.14,3.65,19.61,28.885,27.3875,7.65,4.12,0.75,9.5,3.44,4.9,46.773,47.0397,1.1753,2.2696,49.72000122,3.02
28-10-2008,940.5100098,739.2999878,62.72999954,66.95999908,40.94983673,40.25762177,3.006650925,48.05192947,0.183858663,39.05902481,39.35270691,47.69632339,24.93794823,30.64506912,46.96917725,3.89,1.28090167,98.19999695,1.609010458,0.67,87.02999878,1.65,-1.04,2.24,0.83,8.806,4.3773,16.67,2.864187,4.26,3.75,19.55,26.245,24.295,7.7,4.19,0.75,9.5,3.452,4.9,47.444,48.0031,1.0612,2.0037,49.16600037,3.06
29-10-2008,930.0900269,752.7999878,67.5,69.95999908,40.83497238,39.83740997,3.146286249,47.05234146,0.189819127,37.67530823,37.72195053,48.15996933,24.97612,30.79306221,47.76096725,3.93,1.295924306,97.51999664,1.637197018,0.36,85.06999969,1.58,-0.96,2.35,0.88,9.4115,4.3622,16.21,2.89436,4.33,3.78,19.08,26.2175,23.8325,7.71,4.26,0.75,11.46,3.45,4.9,48.029,48.8767,1.0724,2.0094,49.48099899,3.05
30-10-2008,954.0900269,737.2000122,65.95999908,62.90000153,41.05377579,39.90043259,3.341592312,49.18915558,0.197842985,38.96635437,37.13340759,50.22292709,24.78526878,32.89120102,47.40542984,4,1.28680253,98.79000092,1.637116671,0.3,84.55999756,1.59,-0.81,2.41,0.94,9.394,4.286,15.91,2.915587,4.39,3.82,18.83,28.39,23.0625,7.75,4.3,0.75,11.46,3.463,4.9,48.702,49.7311,1.0707,1.9987,49.37099838,3.06
31-10-2008,968.75,716.7999878,67.80999756,59.88999939,40.54504395,39.92845917,3.237769842,50.9070282,0.200823158,39.86825943,37.60545349,51.13007736,24.46082115,32.10766602,47.21155167,4.01,1.27019608,98.44000244,1.6073035,0.22,85.62999725,1.56,-0.96,2.45,0.87,9.3145,4.2961,16.17,2.863721,4.38,3.78,19.08,27.265,23.305,7.75,4.35,0.5,20.3,3.502,3.7,49.321,50.6172,1.07,2.0237,49.40299988,3.14
01-11-2008,968.75,716.7999878,67.80999756,59.88999939,40.54504395,39.92845917,3.237769842,50.9070282,0.200823158,39.86825943,37.60545349,51.13007736,24.46082115,32.10766602,47.21155167,4.01,1.27019608,98.44000244,1.6073035,0.22,85.62999725,1.56,-0.96,2.45,0.87,9.3145,4.2961,16.17,2.863721,4.38,3.78,19.08,27.265,23.305,7.75,4.35,0.5,13.18,3.502,3.7,49.321,50.6172,1.07,2.0237,49.40299988,3.14
03-11-2008,966.2999878,725.4000244,63.90999985,53.68000031,40.63803101,37.44911194,3.218811512,50.26656342,0.193487197,39.78177261,37.49512482,51.51309586,24.81071472,33.32648087,47.59859467,3.96,1.261797786,99,1.577063203,0.23,86.34999847,1.45,-0.95,2.51,0.87,9.375,4.226,16.29,2.912253,4.48,3.85,19.09,25.83,21.9675,7.68,4.33,0.5,7.05,3.395,3.7,50.002,51.5549,1.1408,2.0191,48.3730011,3.09
04-11-2008,1005.75,756,70.52999878,47.72999954,42.3884964,38.5837326,3.340089083,51.421772,0.205866709,40.81338882,37.94265747,53.98594284,25.98763084,35.84251022,47.92340469,3.81,1.298397779,99.73300171,1.593701601,0.23,84.77999878,1.39,-0.89,2.42,0.93,9.59,4.1649,16.18,2.904687,4.42,3.79,18.85,24.0725,18.9775,7.52,4.2,0.5,7.61,3.369,3.7,50.495,52.2136,1.1073,1.9357,47.65399933,2.88
05-11-2008,952.7700195,741.2999878,65.30000305,54.56000137,40.3098259,37.6172142,3.108670235,50.51198196,0.195091963,39.41731644,36.69200134,54.00610352,25.21786499,32.8650856,48.85447311,3.73,1.291805983,98.22000122,1.58450985,0.23,84.61000061,1.36,-0.9,2.37,0.97,9.04,4.1729,16.08,2.920519,4.13,3.5,18.71,23.7925,19.64,7.42,4.13,0.5,7.53,3.357,3.7,51.018,52.8916,1.1357,2.0356,47.22900009,2.76
06-11-2008,904.8800049,731.2000122,60.77000046,63.68000031,38.26945877,37.47713852,2.982276201,45.98092651,0.174688637,39.13315582,35.50878525,45.08236313,24.42901611,28.0419693,49.19008636,3.75,1.269502759,97.27600098,1.558312058,0.23,85.88999939,1.28,-1.02,2.47,0.94,9.06,3.2876,16.19,2.758318,4.18,3.55,18.81,24.6675,20.7525,7.4,4.19,0.5,6.35,3.338,3.7,51.731,53.8907,1.14,2.1441,47.47600174,2.81
07-11-2008,930.9899902,733.2000122,61.04000092,56.09999847,40.68467331,37.86934662,2.956394434,47.1361351,0.19990617,39.8373642,36.91882706,46.0432663,25.22422981,29.59741783,48.84363937,3.83,1.271407247,98.08999634,1.565092206,0.27,85.91000366,1.33,-1,2.5,0.97,9.21,2.6805,16.31,2.741521,4.19,3.56,18.99,23.4675,20.2375,7.44,4.25,0.5,6.31,3.347,3.7,52.444,54.7018,1.1282,2.096,47.55500031,2.86
08-11-2008,930.9899902,733.2000122,61.04000092,56.09999847,40.68467331,37.86934662,2.956394434,47.1361351,0.19990617,39.8373642,36.91882706,46.0432663,25.22422981,29.59741783,48.84363937,3.83,1.271407247,98.08999634,1.565092206,0.27,85.91000366,1.33,-1,2.5,0.97,9.21,2.6805,16.31,2.741521,4.19,3.56,18.99,23.4675,20.2375,7.44,4.25,0.5,8.11,3.347,3.7,52.444,54.7018,1.1282,2.096,47.55500031,2.86
10-11-2008,919.210022,745.5999756,62.40999985,59.97999954,40.72320175,37.11994934,2.885374308,46.39391708,0.187068135,40.12151718,36.79009247,46.46661377,25.12880325,29.89620209,48.86527634,3.82,1.274794817,97.97000122,1.563623786,0.29,85.91000366,1.27,-1.01,2.55,0.98,9.48,2.6395,16.35,2.730224,4.19,3.53,19,21.7075,19.55,7.35,4.21,0.5,7.77,3.368,3.7,53.056,55.245,1.1509,2.094,47.29199982,2.84
11-11-2008,898.9500122,732,59.33000183,61.43999863,39.96944809,36.61566925,2.851970434,44.53840637,0.178815171,39.42348099,36.50808716,44.02064896,24.63258934,28.45498848,49.02229309,3.82,1.251595736,97.29100037,1.538390517,0.29,87.06999969,1.27,-1.01,2.55,0.98,9.16,2.5487,16.36,2.6209,4.19,3.53,19.01,23.4875,20.4625,7.35,4.21,0.5,7.51,3.575,3.7,53.751,55.9309,1.1668,2.1335,47.88899994,2.84
12-11-2008,852.2999878,717.7000122,56.15999985,66.45999908,37.92284393,34.26925278,2.712035656,42.91631699,0.168269664,38.20656204,35.50878525,42.448246,24.01549911,24.06107521,49.01147461,3.75,1.245904088,94.80000305,1.491491079,0.35,87.47000122,1.19,-1.09,2.56,0.96,8.95,2.4835,16.84,2.401958,4.08,3.41,19.35,24.84,22.115,7.26,4.17,0.5,7.5,3.053,3.7,54.541,56.7669,1.2813,2.2487,49.28499985,2.79
13-11-2008,911.289978,704.9000244,58.24000168,59.83000183,41.48792648,35.1052475,2.902226686,45.01723099,0.182024643,40.18330002,38.56185532,45.51913834,24.33358574,27.44439697,48.67586517,3.84,1.278870583,97.56999969,1.490668416,0.35,86.94000244,1.24,-1.07,2.6,0.89,8.94,2.4732,17.06,2.384119,4.09,3.42,19.61,24.025,22.53,7.25,4.34,0.5,7.5,2.993,3.7,55.268,57.3919,1.2508,2.0554,48.99499893,2.95
14-11-2008,873.289978,742.4000244,57.04000092,66.30999756,40.536129,33.76341248,2.715646267,43.25151443,0.164372459,38.98490524,36.81461716,42.79094696,24.33358574,26.14379883,48.66500854,3.72,1.259699702,97.01999664,1.475296259,0.34,86.36000061,1.22,-1.1,2.5,0.85,8.96,2.4452,17.16,2.411948,4.04,3.38,19.66,23.255,21.61,7.19,4.22,0.5,7.16,2.946,3.7,55.776,57.9377,1.3005,2.1037,48.78300095,2.87
15-11-2008,873.289978,742.4000244,57.04000092,66.30999756,40.536129,33.76341248,2.715646267,43.25151443,0.164372459,38.98490524,36.81461716,42.79094696,24.33358574,26.14379883,48.66500854,3.72,1.259699702,97.01999664,1.475296259,0.34,86.36000061,1.22,-1.1,2.5,0.85,8.96,2.4452,17.16,2.411948,4.04,3.38,19.66,23.255,21.61,7.19,4.22,0.5,7.34,2.946,3.7,55.776,57.9377,1.3005,2.1037,48.78300095,2.87
17-11-2008,850.75,741.9000244,54.95000076,69.15000153,40.37107468,33.23652267,2.652450085,42.49134445,0.160933644,38.61425781,36.33642578,42.23993683,23.72286034,25.1683445,49.01684952,3.68,1.264398336,96.41000366,1.499497652,0.37,86.80999756,1.22,-1.12,2.46,0.83,9.065,2.4232,17.43,2.338798,3.99,3.33,19.86,23.42,21.32,7.2,4.2,0.5,7.01,2.914,3.7,56.183,58.2435,1.3211,2.1123,48.7859993,2.85
18-11-2008,859.1199951,732.5999756,54.38999939,67.63999939,41.99406052,32.8501358,2.705714464,43.76625824,0.155660897,39.68909454,37.32958984,42.50200272,24.01549911,25.57258987,49.07641983,3.53,1.263695359,96.7460022,1.495953441,0.38,87.37000275,1.15,-1.29,2.38,0.61,9.02,2.4275,17.96,2.339198,3.92,3.29,20.27,21.535,20.5025,7.09,4.14,0.5,6.71,2.872,3.7,56.741,58.8212,1.3366,2.0307,49.58200073,2.92
19-11-2008,806.5800171,735.9000244,53.61999893,74.26000214,40.39307785,31.80337334,2.596777201,41.49774551,0.142822906,38.46601868,35.63138962,40.15682983,23.22028732,22.1541214,49.15222931,3.38,1.250531435,96.00299835,1.497006059,0.38,87.30999756,1.09,-1.53,2.29,0.4,8.97,2.3935,18.61,2.278469,3.74,3.17,20.81,20.985,20.105,7.1,3.96,0.5,6.5,2.837,3.7,57.367,59.1928,1.3806,2.1111,49.65200043,2.98
20-11-2008,752.4400024,748.5999756,49.61999893,80.86000061,37.69178009,31.6066494,2.422233582,40.68370819,0.135257632,36.64988327,34.21522141,40.17699814,21.78889656,18.42808151,48.61627197,3.1,1.243904948,94.05000305,1.473795891,0.49,87.97000122,1,-1.79,2.1,0.04,8.56,2.4427,19.48,2.141082,3.31,2.83,21.51,21.465,21.6475,7.11,3.64,0.5,6.29,2.828,3.7,58.159,59.6514,1.3892,2.2624,50.40100098,3.06
21-11-2008,800.0300293,791.7000122,49.93000031,72.66999817,41.70796204,32.814991,2.485129595,43.50290298,0.146261662,38.97254181,36.06969833,42.79094696,21.73163795,21.89048767,49.17929077,3.2,1.25909698,95.91000366,1.492693305,0.57,88.19000244,1.09,-1.94,2.11,0.05,8.4,2.4394,19.92,2.15493,3.34,2.95,21.99,21.7475,20.22,7.32,3.7,0.5,6.65,2.819,3.7,58.684,59.1375,1.338,2.0446,49.54800034,3.15
22-11-2008,800.0300293,791.7000122,49.93000031,72.66999817,41.70796204,32.814991,2.485129595,43.50290298,0.146261662,38.97254181,36.06969833,42.79094696,21.73163795,21.89048767,49.17929077,3.2,1.25909698,95.91000366,1.492693305,0.57,88.19000244,1.09,-1.94,2.11,0.05,8.4,2.4394,19.92,2.15493,3.34,2.95,21.99,21.7475,20.22,7.32,3.7,0.5,7.04,2.819,3.7,58.684,59.1375,1.338,2.0446,49.54800034,3.15
24-11-2008,851.8099976,819.4000244,54.5,64.69999695,43.35296631,34.73991776,2.797200441,43.53881073,0.155890137,39.9547348,36.539505,45.089077,22.55866432,24.47410202,48.96271133,3.35,1.291772723,96.87000275,1.514899015,0.62,86.08000183,1.31,-1.95,2.04,0.24,8.84,2.409,19.87,2.165495,3.54,3.15,22.12,22.655,19.63,7.35,3.78,0.5,7.01,2.852,3.7,59.417,59.0464,1.2639,1.967,49.79399872,3.11
25-11-2008,857.3900146,818.4000244,50.77000046,60.90000153,42.97335815,35.59700775,2.732499361,43.71240234,0.160245851,39.02813339,36.28606033,44.16848373,22.64772797,24.22805405,49.19551468,3.11,1.303407073,95.4469986,1.542805195,0.59,85,1.15,-2.06,1.96,0.32,8.83,2.4241,19.86,2.210303,3.21,2.86,21.92,22.845,19.2125,7.18,3.63,0.5,6.74,2.846,3.7,59.981,58.9306,1.2335,1.9844,49.58300018,2.79
26-11-2008,887.6799927,808.5,54.43999863,54.91999817,44.5028038,36.1449852,2.858890772,44.35788345,0.174459413,39.01578903,36.02024078,43.77202606,22.10062218,26.27560997,48.93565369,2.99,1.289923072,95.60700226,1.533366084,0.53,85.66999817,1.09,-2.23,1.9,0.31,8.86,2.408,19.76,2.171677,3.22,2.89,21.76,22.255,19.0575,7.12,3.54,0.5,6.51,2.849,3.7,60.241,58.4197,1.2148,1.9162,49.28900146,2.68
27-11-2008,887.6799927,808.5,54.43999863,54.91999817,44.5028038,36.1449852,2.858890772,44.35788345,0.174459413,39.01578903,36.02024078,43.77202606,22.10062218,26.27560997,48.93565369,2.99,1.289923072,95.60700226,1.533366084,0.53,85.66999817,1.09,-2.23,1.9,0.31,8.86,2.5565,19.77,2.160201,3.22,2.89,21.77,21.59,18.3475,7.12,3.54,0.5,6.51,2.863,3.7,60.241,58.4197,1.2148,1.9162,48.99399948,2.68
28-11-2008,896.2399902,816.2000122,54.43000031,55.27999878,44.09569931,36.15903473,2.788774729,46.51755524,0.171249866,39.75087357,36.21187973,42.40121078,23.06124496,26.71500397,48.79492569,2.93,1.269792914,95.5,1.538508892,0.52,86.51999664,1,-2.24,1.93,0.33,8.83,2.646,19.78,2.102443,3.18,2.86,21.72,21.54,18.0675,7.07,3.45,0.5,6.55,2.883,3.7,60.277,57.7161,1.2143,1.9339,49.86999893,2.6
29-11-2008,896.2399902,816.2000122,54.43000031,55.27999878,44.09569931,36.15903473,2.788774729,46.51755524,0.171249866,39.75087357,36.21187973,42.40121078,23.06124496,26.71500397,48.79492569,2.93,1.269792914,95.5,1.538508892,0.52,86.51999664,1,-2.24,1.93,0.33,8.83,2.646,19.78,2.102443,3.18,2.86,21.72,21.54,18.0675,7.07,3.45,0.5,6.82,2.883,3.7,60.277,57.7161,1.2143,1.9339,49.86999893,2.6
30-11-2008,896.2399902,816.2000122,54.43000031,55.27999878,44.09569931,36.15903473,2.788774729,46.51755524,0.171249866,39.75087357,36.21187973,42.40121078,23.06124496,26.71500397,48.79492569,2.93,1.269792914,95.5,1.538508892,0.52,86.51999664,1,-2.24,1.93,0.33,8.83,2.646,19.78,2.102443,3.18,2.86,21.72,21.54,18.0675,7.03,3.45,0.5,6.82,2.883,1.1,60.277,57.7161,1.2143,1.9339,49.86999893,2.6
01-12-2008,816.210022,774.5999756,49.27999878,68.51000214,40.88272476,33.65803528,2.676224232,42.87387085,0.15657793,37.36644363,34.20285416,39.3504715,22.26602745,22.53198814,49.55765915,2.72,1.259906054,93.13999939,1.486502528,0.52,86.72000122,0.9,-0.32,1.82,0.34,8.46,2.5678,20.2,2.108991,3.01,2.68,21.92,23.62,19.625,6.87,3.22,0.5,6.25,2.849,1.1,60.651,57.594,1.3045,2.0859,50.18799973,2.38
02-12-2008,848.8099976,781.2999878,46.95999908,62.97999954,42.69827271,35.19657135,2.782754898,44.41820908,0.165289402,37.9532814,35.13008881,41.6284523,22.61592293,24.15774155,49.93309784,2.68,1.271326423,93.15100098,1.490712881,0.47,86.69999695,0.9,-0.08,1.78,0.42,8.27,2.6021,20.19,2.094664,2.94,2.58,21.89,23.555,20.5025,6.86,3.18,0.5,6.2,2.826,1.1,61.088,57.7133,1.2475,1.9972,50.0909996,2.26
03-12-2008,870.7399902,768.7999878,46.79000092,60.72000122,43.42448425,36.12390137,2.885975599,46.39691162,0.173771709,38.8428154,35.43299866,41.56797028,22.42507172,24.28077888,50.28125381,2.67,1.270793319,93.13999939,1.478196502,0.36,87.02999878,0.87,0.03,1.8,0.53,8.3,2.6762,20.39,2.014477,3,2.62,22.05,22.595,20.735,6.84,3.17,0.5,6.16,2.834,1.1,61.379,57.8435,1.2155,1.9638,49.84799957,2.14
04-12-2008,845.2199707,763.7999878,43.66999817,63.63999939,41.96104813,37.05825806,2.750855684,46.54170609,0.162309155,37.83593369,34.72829056,39.24295807,22.42507172,23.4810791,50.33019638,2.55,1.277400255,92.44999695,1.468407154,0.2,86.44000244,0.82,0.04,1.73,0.57,8.11,1.5024,20.54,1.972609,2.92,2.58,22.12,20.775,20.7775,6.77,3.06,0.5,6.15,2.811,1.1,61.437,57.6377,1.1848,2.0323,49.57600021,1.98
05-12-2008,876.0700073,750.5,40.81000137,59.93000031,42.14262009,39.04640198,2.828798532,48.37560654,0.168728143,38.6883812,35.99551773,39.08839417,22.31055641,25.2738018,49.98747635,2.67,1.271698356,92.81999969,1.470501781,0.12,87.12000275,0.93,-0.12,1.74,0.44,7.835,1.4253,20.74,2.055617,2.86,2.52,22.45,19.495,20.545,6.89,3.11,0.5,6.17,2.809,1.1,61.223,57.3086,1.1245,2.0235,49.56299973,2.23
06-12-2008,876.0700073,750.5,40.81000137,59.93000031,42.14262009,39.04640198,2.828798532,48.37560654,0.168728143,38.6883812,35.99551773,39.08839417,22.31055641,25.2738018,49.98747635,2.67,1.271698356,92.81999969,1.470501781,0.12,87.12000275,0.93,-0.12,1.74,0.44,7.835,1.4253,20.74,2.055617,2.86,2.52,22.45,19.495,20.545,6.89,3.11,0.5,6.12,2.809,1.1,61.223,57.3086,1.1245,2.0235,49.56299973,2.23
08-12-2008,909.7000122,767.4000244,43.70999908,58.49000168,43.79310608,38.77243042,3.000933409,49.25637436,0.163226157,38.60190201,36.32932663,40.43906021,22.42507172,31.45164871,50.50432205,2.77,1.491802573,109.2399979,1.487497568,0.12,85.55999756,0.97,-0.28,1.8,0.3,8.205,1.4278,20.62,2.109487,2.98,2.68,22.38,19.265,19.5725,6.93,3.16,0.5,5.3,2.782,1.1,60.801,56.845,1.1325,1.9472,49.42100143,2.47
09-12-2008,888.6699829,772.4000244,42.06999969,58.90999985,43.0228653,37.30414963,3.01116538,48.72550583,0.179044381,36.93403625,35.73589325,39.79398346,22.42507172,30.73983002,50.84706116,2.67,1.292607546,92.3030014,1.475905776,0.13,85.83999634,0.84,-0.33,1.83,0.26,8.13,1.363,20.59,2.169571,2.98,2.62,22.25,18.515,19.095,6.83,3.06,0.5,5.3,2.856,1.1,60.679,56.4306,1.177,1.9821,48.89199829,2.41
10-12-2008,899.2399902,807.0999756,43.52000046,55.72999954,44.05167007,37.71862411,2.955491543,47.77235794,0.196008921,36.52016449,35.72969818,42.60279846,22.2342186,33.07739258,50.96678543,2.69,1.301405549,92.83999634,1.479793429,0.11,85.48000336,0.86,-0.36,1.83,0.25,8.295,1.376,20.66,2.128487,2.97,2.59,22.34,17.59,18.2825,6.82,3.09,0.5,5.3,2.262,1.1,60.577,56.021,1.1641,1.9358,48.97299957,2.44
